CCAA y provincia de destino;CCAA y provincia de origen;Periodo;Total
Extremadura;Andalucía;2024M11;0,332212
Extremadura;Andalucía;2024M10;0,333891
Extremadura;Andalucía;2024M09;0,420703
Extremadura;Andalucía;2024M08;0,531751
Extremadura;Andalucía;2024M07;0,419527
Extremadura;Andalucía;2024M06;0,306816
Extremadura;Andalucía;2024M05;0,28057
Extremadura;Andalucía;2024M04;0,257838
Extremadura;Andalucía;2024M03;0,33646
Extremadura;Andalucía;2024M02;0,262452
Extremadura;Andalucía;2024M01;0,361099
Extremadura;Aragón;2024M12;0,016032
Extremadura;Aragón;2024M11;0,021502
Extremadura;Aragón;2024M10;0,019102
Extremadura;Aragón;2024M09;0,027251
Extremadura;Aragón;2024M08;0,051449
Extremadura;Aragón;2024M07;0,026796
Extremadura;Aragón;2024M06;0,016357
Extremadura;Aragón;2024M05;0,019982
Extremadura;Aragón;2024M04;0,016435
Extremadura;Aragón;2024M03;0,01868
Extremadura;Aragón;2024M02;0,00847
Extremadura;Aragón;2024M01;0,018414
Extremadura;Asturias, Principado de;2024M12;0,010865
Extremadura;Asturias, Principado de;2024M11;0,011581
Extremadura;Asturias, Principado de;2024M10;0,013438
Extremadura;Asturias, Principado de;2024M09;0,024411
Extremadura;Asturias, Principado de;2024M08;0,034153
Extremadura;Asturias, Principado de;2024M07;0,019737
Extremadura;Asturias, Principado de;2024M06;0,012566
Extremadura;Asturias, Principado de;2024M05;0,016046
Extremadura;Asturias, Principado de;2024M04;0,008591
Extremadura;Asturias, Principado de;2024M03;0,010242
Extremadura;Asturias, Principado de;2024M02;0,008984
Extremadura;Asturias, Principado de;2024M01;0,010514
Extremadura;Balears, Illes;2024M12;0,022646
Extremadura;Balears, Illes;2024M11;0,02002
Extremadura;Balears, Illes;2024M10;0,016476
Extremadura;Balears, Illes;2024M09;0,021302
Extremadura;Balears, Illes;2024M08;0,030375
Extremadura;Balears, Illes;2024M07;0,015566
Extremadura;Balears, Illes;2024M06;0,016642
Extremadura;Balears, Illes;2024M05;0,012679
Extremadura;Balears, Illes;2024M04;0,014803
Extremadura;Balears, Illes;2024M03;0,016196
Extremadura;Balears, Illes;2024M02;0,014093
Extremadura;Balears, Illes;2024M01;0,035027
Extremadura;Canarias;2024M12;0,018766
Extremadura;Canarias;2024M11;0,017982
Extremadura;Canarias;2024M10;0,021566
Extremadura;Canarias;2024M09;0,022255
Extremadura;Canarias;2024M08;0,034525
Extremadura;Canarias;2024M07;0,029094
Extremadura;Canarias;2024M06;0,020181
Extremadura;Canarias;2024M05;0,019651
Extremadura;Canarias;2024M04;0,013361
Extremadura;Canarias;2024M03;0,017786
Extremadura;Canarias;2024M02;0,01385
Extremadura;Canarias;2024M01;0,023516
Extremadura;Cantabria;2024M12;0,006892
Extremadura;Cantabria;2024M11;0,012492
Extremadura;Cantabria;2024M10;0,009778
Extremadura;Cantabria;2024M09;0,012236
Extremadura;Cantabria;2024M08;0,021128
Extremadura;Cantabria;2024M07;0,012775
Extremadura;Cantabria;2024M06;0,011396
Extremadura;Cantabria;2024M05;0,0097
Extremadura;Cantabria;2024M04;0,005979
Extremadura;Cantabria;2024M03;0,008219
Extremadura;Cantabria;2024M02;0,005265
Extremadura;Cantabria;2024M01;0,007607
Extremadura;Castilla - La Mancha;2024M12;0,100695
Extremadura;Castilla - La Mancha;2024M11;0,094067
Extremadura;Castilla - La Mancha;2024M10;0,097705
Extremadura;Castilla - La Mancha;2024M09;0,120003
Extremadura;Castilla - La Mancha;2024M08;0,20446
Extremadura;Castilla - La Mancha;2024M07;0,13369
Extremadura;Castilla - La Mancha;2024M06;0,081217
Extremadura;Castilla - La Mancha;2024M05;0,075364
Extremadura;Castilla - La Mancha;2024M04;0,073248
Extremadura;Castilla - La Mancha;2024M03;0,086445
Extremadura;Castilla - La Mancha;2024M02;0,061835
Extremadura;Castilla - La Mancha;2024M01;0,081922
Extremadura;Castilla y León;2024M12;0,115702
Extremadura;Castilla y León;2024M11;0,107019
Extremadura;Castilla y León;2024M10;0,109874
Extremadura;Castilla y León;2024M09;0,138573
Extremadura;Castilla y León;2024M08;0,179762
Extremadura;Castilla y León;2024M07;0,135346
Extremadura;Castilla y León;2024M06;0,105163
Extremadura;Castilla y León;2024M05;0,093471
Extremadura;Castilla y León;2024M04;0,103244
Extremadura;Castilla y León;2024M03;0,104937
Extremadura;Castilla y León;2024M02;0,086268
Extremadura;Castilla y León;2024M01;0,125123
Extremadura;Cataluña;2024M12;0,089806
Extremadura;Cataluña;2024M11;0,099566
Extremadura;Cataluña;2024M10;0,111246
Extremadura;Cataluña;2024M09;0,246607
Extremadura;Cataluña;2024M08;0,564424
Extremadura;Cataluña;2024M07;0,124683
Extremadura;Cataluña;2024M06;0,079331
Extremadura;Cataluña;2024M05;0,095272
Extremadura;Cataluña;2024M04;0,110219
Extremadura;Cataluña;2024M03;0,088894
Extremadura;Cataluña;2024M02;0,053092
Extremadura;Cataluña;2024M01;0,110248
Extremadura;Comunitat Valenciana;2024M12;0,048497
Extremadura;Comunitat Valenciana;2024M11;0,052989
Extremadura;Comunitat Valenciana;2024M10;0,062056
Extremadura;Comunitat Valenciana;2024M09;0,082478
Extremadura;Comunitat Valenciana;2024M08;0,137989
Extremadura;Comunitat Valenciana;2024M07;0,070273
Extremadura;Comunitat Valenciana;2024M06;0,047424
Extremadura;Comunitat Valenciana;2024M05;0,046367
Extremadura;Comunitat Valenciana;2024M04;0,048373
Extremadura;Comunitat Valenciana;2024M03;0,047645
Extremadura;Comunitat Valenciana;2024M02;0,031353
Extremadura;Comunitat Valenciana;2024M01;0,057071
Extremadura;Extremadura;2024M12;0,260817
Extremadura;Extremadura;2024M11;0,260709
Extremadura;Extremadura;2024M10;0,277932
Extremadura;Extremadura;2024M09;0,29328
Extremadura;Extremadura;2024M08;0,318303
Extremadura;Extremadura;2024M07;0,260527
Extremadura;Extremadura;2024M06;0,23382
Extremadura;Extremadura;2024M05;0,219082
Extremadura;Extremadura;2024M04;0,227407
Extremadura;Extremadura;2024M03;0,22987
Extremadura;Extremadura;2024M02;0,203095
Extremadura;Extremadura;2024M01;0,26233
Extremadura;Galicia;2024M12;0,030665
Extremadura;Galicia;2024M11;0,044846
Extremadura;Galicia;2024M10;0,042163
Extremadura;Galicia;2024M09;0,051069
Extremadura;Galicia;2024M08;0,059998
Extremadura;Galicia;2024M07;0,045179
Extremadura;Galicia;2024M06;0,038304
Extremadura;Galicia;2024M05;0,038696
Extremadura;Galicia;2024M04;0,032663
Extremadura;Galicia;2024M03;0,045997
Extremadura;Galicia;2024M02;0,030326
Extremadura;Galicia;2024M01;0,032789
Extremadura;Madrid, Comunidad de;2024M12;0,598228
Extremadura;Madrid, Comunidad de;2024M11;0,458519
Extremadura;Madrid, Comunidad de;2024M10;0,390725
Extremadura;Madrid, Comunidad de;2024M09;0,803162
Extremadura;Madrid, Comunidad de;2024M08;1,627691
Extremadura;Madrid, Comunidad de;2024M07;0,731839
Extremadura;Madrid, Comunidad de;2024M06;0,373857
Extremadura;Madrid, Comunidad de;2024M05;0,508048
Extremadura;Madrid, Comunidad de;2024M04;0,486255
Extremadura;Madrid, Comunidad de;2024M03;0,51866
Extremadura;Madrid, Comunidad de;2024M02;0,319467
Extremadura;Madrid, Comunidad de;2024M01;0,509492
Extremadura;Murcia, Región de;2024M12;0,016162
Extremadura;Murcia, Región de;2024M11;0,017109
Extremadura;Murcia, Región de;2024M10;0,015665
Extremadura;Murcia, Región de;2024M09;0,023693
Extremadura;Murcia, Región de;2024M08;0,028459
Extremadura;Murcia, Región de;2024M07;0,02316
Extremadura;Murcia, Región de;2024M06;0,014924
Extremadura;Murcia, Región de;2024M05;0,013531
Extremadura;Murcia, Región de;2024M04;0,013139
Extremadura;Murcia, Región de;2024M03;0,014975
Extremadura;Murcia, Región de;2024M02;0,007831
Extremadura;Murcia, Región de;2024M01;0,012875
Extremadura;Navarra, Comunidad Foral de;2024M12;0,00853
Extremadura;Navarra, Comunidad Foral de;2024M11;0,009052
Extremadura;Navarra, Comunidad Foral de;2024M10;0,008967
Extremadura;Navarra, Comunidad Foral de;2024M09;0,016103
Extremadura;Navarra, Comunidad Foral de;2024M08;0,031455
Extremadura;Navarra, Comunidad Foral de;2024M07;0,011917
Extremadura;Navarra, Comunidad Foral de;2024M06;0,009343
Extremadura;Navarra, Comunidad Foral de;2024M05;0,008335
Extremadura;Navarra, Comunidad Foral de;2024M04;0,014408
Extremadura;Navarra, Comunidad Foral de;2024M03;0,007573
Extremadura;Navarra, Comunidad Foral de;2024M02;0,0064
Extremadura;Navarra, Comunidad Foral de;2024M01;0,010118
Extremadura;País Vasco;2024M12;0,057585
Extremadura;País Vasco;2024M11;0,072272
Extremadura;País Vasco;2024M10;0,070403
Extremadura;País Vasco;2024M09;0,185145
Extremadura;País Vasco;2024M08;0,378766
Extremadura;País Vasco;2024M07;0,106229
Extremadura;País Vasco;2024M06;0,066323
Extremadura;País Vasco;2024M05;0,063711
Extremadura;País Vasco;2024M04;0,107306
Extremadura;País Vasco;2024M03;0,055431
Extremadura;País Vasco;2024M02;0,03269
Extremadura;País Vasco;2024M01;0,047419
Extremadura;Rioja, La;2024M12;0,004631
Extremadura;Rioja, La;2024M11;0,00619
Extremadura;Rioja, La;2024M10;0,006028
Extremadura;Rioja, La;2024M09;0,008808
Extremadura;Rioja, La;2024M08;0,015201
Extremadura;Rioja, La;2024M07;0,00734
Extremadura;Rioja, La;2024M06;0,006465
Extremadura;Rioja, La;2024M05;0,00348
Extremadura;Rioja, La;2024M04;0,005019
Extremadura;Rioja, La;2024M03;0,004115
Extremadura;Rioja, La;2024M02;0,002455
Extremadura;Rioja, La;2024M01;0,005363
Galicia;Andalucía;2024M12;0,213884
Galicia;Andalucía;2024M11;0,208259
Galicia;Andalucía;2024M10;0,279757
Galicia;Andalucía;2024M09;0,399379
Galicia;Andalucía;2024M08;0,759643
Galicia;Andalucía;2024M07;0,456917
Galicia;Andalucía;2024M06;0,222127
Galicia;Andalucía;2024M05;0,175473
Galicia;Andalucía;2024M04;0,145252
Galicia;Andalucía;2024M03;0,198138
Galicia;Andalucía;2024M02;0,11691
Galicia;Andalucía;2024M01;0,183942
Galicia;Aragón;2024M12;0,038203
Galicia;Aragón;2024M11;0,043906
Galicia;Aragón;2024M10;0,051112
Galicia;Aragón;2024M09;0,077375
Galicia;Aragón;2024M08;0,175355
Galicia;Aragón;2024M07;0,09657
Galicia;Aragón;2024M06;0,050532
Galicia;Aragón;2024M05;0,030234
Galicia;Aragón;2024M04;0,033187
Galicia;Aragón;2024M03;0,03232
Galicia;Aragón;2024M02;0,02363
Galicia;Aragón;2024M01;0,042413
Galicia;Asturias, Principado de;2024M12;0,11754
Galicia;Asturias, Principado de;2024M11;0,110891
Galicia;Asturias, Principado de;2024M10;0,116978
Galicia;Asturias, Principado de;2024M09;0,224153
Galicia;Asturias, Principado de;2024M08;0,329063
Galicia;Asturias, Principado de;2024M07;0,258198
Galicia;Asturias, Principado de;2024M06;0,142342
Galicia;Asturias, Principado de;2024M05;0,106497
Galicia;Asturias, Principado de;2024M04;0,118186
Galicia;Asturias, Principado de;2024M03;0,090404
Galicia;Asturias, Principado de;2024M02;0,089687
Galicia;Asturias, Principado de;2024M01;0,090743
Galicia;Balears, Illes;2024M12;0,053098
Galicia;Balears, Illes;2024M11;0,057462
Galicia;Balears, Illes;2024M10;0,052353
Galicia;Balears, Illes;2024M09;0,064958
Galicia;Balears, Illes;2024M08;0,097893
Galicia;Balears, Illes;2024M07;0,057288
Galicia;Balears, Illes;2024M06;0,035638
Galicia;Balears, Illes;2024M05;0,034005
Galicia;Balears, Illes;2024M04;0,037965
Galicia;Balears, Illes;2024M03;0,036232
Galicia;Balears, Illes;2024M02;0,031834
Galicia;Balears, Illes;2024M01;0,063071
Galicia;Canarias;2024M12;0,10169
Galicia;Canarias;2024M11;0,089875
Galicia;Canarias;2024M10;0,111952
Galicia;Canarias;2024M09;0,147766
Galicia;Canarias;2024M08;0,21107
Galicia;Canarias;2024M07;0,1498
Galicia;Canarias;2024M06;0,097226
Galicia;Canarias;2024M05;0,080352
Galicia;Canarias;2024M04;0,06457
Galicia;Canarias;2024M03;0,076675
Galicia;Canarias;2024M02;0,057417
Galicia;Canarias;2024M01;0,088015
Galicia;Cantabria;2024M12;0,026149
Galicia;Cantabria;2024M11;0,03237
Galicia;Cantabria;2024M10;0,036942
Galicia;Cantabria;2024M09;0,04918
Galicia;Cantabria;2024M08;0,081119
Galicia;Cantabria;2024M07;0,053033
Galicia;Cantabria;2024M06;0,035155
Galicia;Cantabria;2024M05;0,028546
Galicia;Cantabria;2024M04;0,021239
Galicia;Cantabria;2024M03;0,023262
Galicia;Cantabria;2024M02;0,018862
Galicia;Cantabria;2024M01;0,023547
Galicia;Castilla - La Mancha;2024M12;0,067176
Galicia;Castilla - La Mancha;2024M11;0,06904
Galicia;Castilla - La Mancha;2024M10;0,091307
Galicia;Castilla - La Mancha;2024M09;0,135839
Galicia;Castilla - La Mancha;2024M08;0,298604
Galicia;Castilla - La Mancha;2024M07;0,174961
Galicia;Castilla - La Mancha;2024M06;0,08151
Galicia;Castilla - La Mancha;2024M05;0,056764
Galicia;Castilla - La Mancha;2024M04;0,046334
Galicia;Castilla - La Mancha;2024M03;0,068057
Galicia;Castilla - La Mancha;2024M02;0,042454
Galicia;Castilla - La Mancha;2024M01;0,058316
Galicia;Castilla y León;2024M12;0,223778
Galicia;Castilla y León;2024M11;0,207051
Galicia;Castilla y León;2024M10;0,232058
Galicia;Castilla y León;2024M09;0,3738
Galicia;Castilla y León;2024M08;0,670017
Galicia;Castilla y León;2024M07;0,479375
Galicia;Castilla y León;2024M06;0,218982
Galicia;Castilla y León;2024M05;0,169228
Galicia;Castilla y León;2024M04;0,171092
Galicia;Castilla y León;2024M03;0,190445
Galicia;Castilla y León;2024M02;0,132445
Galicia;Castilla y León;2024M01;0,175702
Galicia;Cataluña;2024M12;0,201863
Galicia;Cataluña;2024M11;0,236591
Galicia;Cataluña;2024M10;0,285699
Galicia;Cataluña;2024M09;0,588024
Galicia;Cataluña;2024M08;1,248446
Galicia;Cataluña;2024M07;0,388837
Galicia;Cataluña;2024M06;0,231908
Galicia;Cataluña;2024M05;0,190225
Galicia;Cataluña;2024M04;0,177631
Galicia;Cataluña;2024M03;0,193227
Galicia;Cataluña;2024M02;0,129046
Galicia;Cataluña;2024M01;0,248312
Galicia;Comunitat Valenciana;2024M12;0,106152
Galicia;Comunitat Valenciana;2024M11;0,124653
Galicia;Comunitat Valenciana;2024M10;0,165936
Galicia;Comunitat Valenciana;2024M09;0,253696
Galicia;Comunitat Valenciana;2024M08;0,507757
Galicia;Comunitat Valenciana;2024M07;0,229104
Galicia;Comunitat Valenciana;2024M06;0,130443
Galicia;Comunitat Valenciana;2024M05;0,099427
Galicia;Comunitat Valenciana;2024M04;0,096189
Galicia;Comunitat Valenciana;2024M03;0,09889
Galicia;Comunitat Valenciana;2024M02;0,069509
Galicia;Comunitat Valenciana;2024M01;0,112447
Galicia;Extremadura;2024M12;0,03073
Galicia;Extremadura;2024M11;0,032836
Galicia;Extremadura;2024M10;0,047012
Galicia;Extremadura;2024M09;0,060065
Galicia;Extremadura;2024M08;0,112707
Galicia;Extremadura;2024M07;0,078159
Galicia;Extremadura;2024M06;0,033512
Galicia;Extremadura;2024M05;0,027305
Galicia;Extremadura;2024M04;0,026573
Galicia;Extremadura;2024M03;0,035824
Galicia;Extremadura;2024M02;0,019411
Galicia;Extremadura;2024M01;0,025723
Galicia;Galicia;2024M12;1,64024
Galicia;Galicia;2024M11;1,581526
Galicia;Galicia;2024M10;1,709242
Galicia;Galicia;2024M09;2,069477
Galicia;Galicia;2024M08;2,791131
Galicia;Galicia;2024M07;2,335376
Galicia;Galicia;2024M06;1,597542
Galicia;Galicia;2024M05;1,472397
Galicia;Galicia;2024M04;1,459356
Galicia;Galicia;2024M03;1,564164
Galicia;Galicia;2024M02;1,32421
Galicia;Galicia;2024M01;1,552668
Galicia;Madrid, Comunidad de;2024M12;0,557908
Galicia;Madrid, Comunidad de;2024M11;0,475357
Galicia;Madrid, Comunidad de;2024M10;0,49874
Galicia;Madrid, Comunidad de;2024M09;1,291769
Galicia;Madrid, Comunidad de;2024M08;3,317267
Galicia;Madrid, Comunidad de;2024M07;1,378309
Galicia;Madrid, Comunidad de;2024M06;0,504098
Galicia;Madrid, Comunidad de;2024M05;0,501137
Galicia;Madrid, Comunidad de;2024M04;0,43149
Galicia;Madrid, Comunidad de;2024M03;0,528506
Galicia;Madrid, Comunidad de;2024M02;0,297396
Galicia;Madrid, Comunidad de;2024M01;0,575804
Galicia;Murcia, Región de;2024M12;0,036988
Galicia;Murcia, Región de;2024M11;0,034618
Galicia;Murcia, Región de;2024M10;0,049241
Galicia;Murcia, Región de;2024M09;0,074246
Galicia;Murcia, Región de;2024M08;0,156683
Galicia;Murcia, Región de;2024M07;0,072853
Galicia;Murcia, Región de;2024M06;0,037461
Galicia;Murcia, Región de;2024M05;0,031617
Galicia;Murcia, Región de;2024M04;0,024214
Galicia;Murcia, Región de;2024M03;0,034585
Galicia;Murcia, Región de;2024M02;0,014486
Galicia;Murcia, Región de;2024M01;0,026964
Galicia;Navarra, Comunidad Foral de;2024M12;0,022158
Galicia;Navarra, Comunidad Foral de;2024M11;0,022333
Galicia;Navarra, Comunidad Foral de;2024M10;0,028541
Galicia;Navarra, Comunidad Foral de;2024M09;0,039977
Galicia;Navarra, Comunidad Foral de;2024M08;0,090979
Galicia;Navarra, Comunidad Foral de;2024M07;0,06387
Galicia;Navarra, Comunidad Foral de;2024M06;0,027156
Galicia;Navarra, Comunidad Foral de;2024M05;0,01844
Galicia;Navarra, Comunidad Foral de;2024M04;0,020638
Galicia;Navarra, Comunidad Foral de;2024M03;0,016833
Galicia;Navarra, Comunidad Foral de;2024M02;0,012522
Galicia;Navarra, Comunidad Foral de;2024M01;0,021118
Galicia;País Vasco;2024M12;0,122114
Galicia;País Vasco;2024M11;0,148427
Galicia;País Vasco;2024M10;0,169525
Galicia;País Vasco;2024M09;0,327385
Galicia;País Vasco;2024M08;0,682852
Galicia;País Vasco;2024M07;0,26892
Galicia;País Vasco;2024M06;0,144952
Galicia;País Vasco;2024M05;0,103625
Galicia;País Vasco;2024M04;0,126868
Galicia;País Vasco;2024M03;0,100788
Galicia;País Vasco;2024M02;0,07746
Galicia;País Vasco;2024M01;0,112663
Galicia;Rioja, La;2024M12;0,011417
Galicia;Rioja, La;2024M11;0,011769
Galicia;Rioja, La;2024M10;0,017691
Galicia;Rioja, La;2024M09;0,024247
Galicia;Rioja, La;2024M08;0,049694
Galicia;Rioja, La;2024M07;0,026982
Galicia;Rioja, La;2024M06;0,016061
Galicia;Rioja, La;2024M05;0,009614
Galicia;Rioja, La;2024M04;0,009603
Galicia;Rioja, La;2024M03;0,008715
Galicia;Rioja, La;2024M02;0,007383
Galicia;Rioja, La;2024M01;0,012027
Madrid, Comunidad de;Andalucía;2024M12;2,162399
Madrid, Comunidad de;Andalucía;2024M11;1,700276
Madrid, Comunidad de;Andalucía;2024M10;1,876769
Madrid, Comunidad de;Andalucía;2024M09;1,639054
Madrid, Comunidad de;Andalucía;2024M08;1,610349
Madrid, Comunidad de;Andalucía;2024M07;2,157352
Madrid, Comunidad de;Andalucía;2024M06;1,663086
Madrid, Comunidad de;Andalucía;2024M05;1,401304
Madrid, Comunidad de;Andalucía;2024M04;1,393247
Madrid, Comunidad de;Andalucía;2024M03;1,99399
Madrid, Comunidad de;Andalucía;2024M02;1,318124
Madrid, Comunidad de;Andalucía;2024M01;1,474827
Madrid, Comunidad de;Aragón;2024M12;0,276261
Madrid, Comunidad de;Aragón;2024M11;0,250579
Madrid, Comunidad de;Aragón;2024M10;0,282877
Madrid, Comunidad de;Aragón;2024M09;0,230104
Madrid, Comunidad de;Aragón;2024M08;0,243803
Madrid, Comunidad de;Aragón;2024M07;0,276098
Madrid, Comunidad de;Aragón;2024M06;0,234352
Madrid, Comunidad de;Aragón;2024M05;0,211535
Madrid, Comunidad de;Aragón;2024M04;0,214815
Madrid, Comunidad de;Aragón;2024M03;0,236013
Madrid, Comunidad de;Aragón;2024M02;0,175605
Madrid, Comunidad de;Aragón;2024M01;0,220287
Madrid, Comunidad de;Asturias, Principado de;2024M12;0,194642
Madrid, Comunidad de;Asturias, Principado de;2024M11;0,15482
Madrid, Comunidad de;Asturias, Principado de;2024M10;0,221162
Madrid, Comunidad de;Asturias, Principado de;2024M09;0,201345
Madrid, Comunidad de;Asturias, Principado de;2024M08;0,133866
Madrid, Comunidad de;Asturias, Principado de;2024M07;0,149607
Madrid, Comunidad de;Asturias, Principado de;2024M06;0,181016
Madrid, Comunidad de;Asturias, Principado de;2024M05;0,157573
Madrid, Comunidad de;Asturias, Principado de;2024M04;0,186088
Madrid, Comunidad de;Asturias, Principado de;2024M03;0,115254
Madrid, Comunidad de;Asturias, Principado de;2024M02;0,230593
Madrid, Comunidad de;Asturias, Principado de;2024M01;0,121245
Madrid, Comunidad de;Balears, Illes;2024M12;0,288486
Madrid, Comunidad de;Balears, Illes;2024M11;0,254041
Madrid, Comunidad de;Balears, Illes;2024M10;0,248267
Madrid, Comunidad de;Balears, Illes;2024M09;0,201126
Madrid, Comunidad de;Balears, Illes;2024M08;0,198338
Madrid, Comunidad de;Balears, Illes;2024M07;0,28939
Madrid, Comunidad de;Balears, Illes;2024M06;0,236842
Madrid, Comunidad de;Balears, Illes;2024M05;0,189863
Madrid, Comunidad de;Balears, Illes;2024M04;0,201394
Madrid, Comunidad de;Balears, Illes;2024M03;0,253488
Madrid, Comunidad de;Balears, Illes;2024M02;0,176444
Madrid, Comunidad de;Balears, Illes;2024M01;0,244185
Madrid, Comunidad de;Canarias;2024M12;0,52339
Madrid, Comunidad de;Canarias;2024M11;0,381711
Madrid, Comunidad de;Canarias;2024M10;0,370726
Madrid, Comunidad de;Canarias;2024M09;0,313407
Madrid, Comunidad de;Canarias;2024M08;0,334248
Madrid, Comunidad de;Canarias;2024M07;0,417632
Madrid, Comunidad de;Canarias;2024M06;0,341043
Madrid, Comunidad de;Canarias;2024M05;0,314855
Madrid, Comunidad de;Canarias;2024M04;0,28227
Madrid, Comunidad de;Canarias;2024M03;0,367007
Madrid, Comunidad de;Canarias;2024M02;0,298148
Madrid, Comunidad de;Canarias;2024M01;0,324068
Madrid, Comunidad de;Cantabria;2024M12;0,241686
Madrid, Comunidad de;Cantabria;2024M11;0,197321
Madrid, Comunidad de;Cantabria;2024M10;0,228765
Madrid, Comunidad de;Cantabria;2024M09;0,188789
Madrid, Comunidad de;Cantabria;2024M08;0,160528
Madrid, Comunidad de;Cantabria;2024M07;0,268299
Madrid, Comunidad de;Cantabria;2024M06;0,202669
Madrid, Comunidad de;Cantabria;2024M05;0,171209
Madrid, Comunidad de;Cantabria;2024M04;0,162913
Madrid, Comunidad de;Cantabria;2024M03;0,24295
Madrid, Comunidad de;Cantabria;2024M02;0,14754
Madrid, Comunidad de;Cantabria;2024M01;0,170553
Madrid, Comunidad de;Castilla - La Mancha;2024M12;1,821208
Madrid, Comunidad de;Castilla - La Mancha;2024M11;1,824091
Madrid, Comunidad de;Castilla - La Mancha;2024M10;2,288975
Madrid, Comunidad de;Castilla - La Mancha;2024M09;1,872697
Madrid, Comunidad de;Castilla - La Mancha;2024M08;1,44566
Madrid, Comunidad de;Castilla - La Mancha;2024M07;1,753029
Madrid, Comunidad de;Castilla - La Mancha;2024M06;1,642261
Madrid, Comunidad de;Castilla - La Mancha;2024M05;1,52674
Madrid, Comunidad de;Castilla - La Mancha;2024M04;1,482364
Madrid, Comunidad de;Castilla - La Mancha;2024M03;1,787259
Madrid, Comunidad de;Castilla - La Mancha;2024M02;1,408825
Madrid, Comunidad de;Castilla - La Mancha;2024M01;1,4978
Madrid, Comunidad de;Castilla y León;2024M12;1,662367
Madrid, Comunidad de;Castilla y León;2024M11;1,474318
Madrid, Comunidad de;Castilla y León;2024M10;1,90769
Madrid, Comunidad de;Castilla y León;2024M09;1,48173
Madrid, Comunidad de;Castilla y León;2024M08;1,159185
Madrid, Comunidad de;Castilla y León;2024M07;1,647622
Madrid, Comunidad de;Castilla y León;2024M06;1,458311
Madrid, Comunidad de;Castilla y León;2024M05;1,306129
Madrid, Comunidad de;Castilla y León;2024M04;1,264694
Madrid, Comunidad de;Castilla y León;2024M03;1,763639
Madrid, Comunidad de;Castilla y León;2024M02;1,205136
Madrid, Comunidad de;Castilla y León;2024M01;1,257619
Madrid, Comunidad de;Cataluña;2024M12;0,8558
Madrid, Comunidad de;Cataluña;2024M11;0,938224
Madrid, Comunidad de;Cataluña;2024M10;0,913441
Madrid, Comunidad de;Cataluña;2024M09;0,831847
Madrid, Comunidad de;Cataluña;2024M08;0,918458
Madrid, Comunidad de;Cataluña;2024M07;1,001496
Madrid, Comunidad de;Cataluña;2024M06;0,837435
Madrid, Comunidad de;Cataluña;2024M05;0,762626
Madrid, Comunidad de;Cataluña;2024M04;0,763446
Madrid, Comunidad de;Cataluña;2024M03;0,843213
Madrid, Comunidad de;Cataluña;2024M02;0,692846
Madrid, Comunidad de;Cataluña;2024M01;0,822633
Madrid, Comunidad de;Comunitat Valenciana;2024M12;1,333281
Madrid, Comunidad de;Comunitat Valenciana;2024M11;1,182087
Madrid, Comunidad de;Comunitat Valenciana;2024M10;1,35221
Madrid, Comunidad de;Comunitat Valenciana;2024M09;1,215089
Madrid, Comunidad de;Comunitat Valenciana;2024M08;1,163073
Madrid, Comunidad de;Comunitat Valenciana;2024M07;1,572696
Madrid, Comunidad de;Comunitat Valenciana;2024M06;1,267131
Madrid, Comunidad de;Comunitat Valenciana;2024M05;0,97948
Madrid, Comunidad de;Comunitat Valenciana;2024M04;1,037786
Madrid, Comunidad de;Comunitat Valenciana;2024M03;1,497397
Madrid, Comunidad de;Comunitat Valenciana;2024M02;0,906498
Madrid, Comunidad de;Comunitat Valenciana;2024M01;1,040996
Madrid, Comunidad de;Extremadura;2024M12;0,496252
Madrid, Comunidad de;Extremadura;2024M11;0,419275
Madrid, Comunidad de;Extremadura;2024M10;0,54582
Madrid, Comunidad de;Extremadura;2024M09;0,421089
Madrid, Comunidad de;Extremadura;2024M08;0,330951
Madrid, Comunidad de;Extremadura;2024M07;0,434296
Madrid, Comunidad de;Extremadura;2024M06;0,401932
Madrid, Comunidad de;Extremadura;2024M05;0,347833
Madrid, Comunidad de;Extremadura;2024M04;0,335375
Madrid, Comunidad de;Extremadura;2024M03;0,454821
Madrid, Comunidad de;Extremadura;2024M02;0,34443
Madrid, Comunidad de;Extremadura;2024M01;0,365944
Madrid, Comunidad de;Galicia;2024M12;0,991773
Madrid, Comunidad de;Galicia;2024M11;0,733168
Madrid, Comunidad de;Galicia;2024M10;0,782235
Madrid, Comunidad de;Galicia;2024M09;0,703389
Madrid, Comunidad de;Galicia;2024M08;0,714194
Madrid, Comunidad de;Galicia;2024M07;1,058539
Madrid, Comunidad de;Galicia;2024M06;0,82331
Madrid, Comunidad de;Galicia;2024M05;0,663194
Madrid, Comunidad de;Galicia;2024M04;0,654912
Madrid, Comunidad de;Galicia;2024M03;0,934893
Madrid, Comunidad de;Galicia;2024M02;0,579508
Madrid, Comunidad de;Galicia;2024M01;0,639956
Madrid, Comunidad de;Madrid, Comunidad de;2024M12;0
Madrid, Comunidad de;Madrid, Comunidad de;2024M11;0
Madrid, Comunidad de;Madrid, Comunidad de;2024M10;0
Madrid, Comunidad de;Madrid, Comunidad de;2024M09;0
Madrid, Comunidad de;Madrid, Comunidad de;2024M08;0
Madrid, Comunidad de;Madrid, Comunidad de;2024M07;0
Madrid, Comunidad de;Madrid, Comunidad de;2024M06;0
