"modularity","algorithm","network"
0.577728531855956,"surprise","edit-quwikibooks.graphml"
0.529239766081871,"surprise","edit-rmwikibooks.graphml"
0.362738920394876,"surprise","edit-rmwiktionary.graphml"
0.522938100860179,"surprise","edit-rnwiktionary.graphml"
0.567904573042486,"surprise","edit-scwiktionary.graphml"
0.593648393194707,"surprise","edit-sewikibooks.graphml"
0.398163151373211,"surprise","edit-snwiktionary.graphml"
0.446292379048691,"surprise","edit-swwikibooks.graphml"
0.636945587562872,"surprise","edit-tkwikiquote.graphml"
0.391665428061832,"surprise","edit-towiktionary.graphml"
0.579747083619253,"surprise","edit-ttwikiquote.graphml"
0.360397646248912,"surprise","edit-twwiktionary.graphml"
0.588393194706994,"surprise","edit-ugwikibooks.graphml"
0.581015625,"surprise","edit-ugwikiquote.graphml"
0.51040125739645,"surprise","edit-vowikiquote.graphml"
0.476423890457669,"surprise","edit-wawikibooks.graphml"
0.454152205623459,"surprise","edit-xhwikibooks.graphml"
0.660786032580904,"surprise","edit-xhwiktionary.graphml"
0.37601539906795,"surprise","edit-yowiktionary.graphml"
0.438833647844389,"surprise","edit-zawikibooks.graphml"
0.804197016996186,"surprise","gene_fusion.graphml"
0.578822129684712,"surprise","hiv.graphml"
0.308864265927978,"surprise","iceland.graphml"
-0.0625,"surprise","league-be1-2016.graphml"
-0.0555555555555556,"surprise","league-de1-2016.graphml"
-0.05,"surprise","league-fr1-2016.graphml"
-0.05,"surprise","league-uk1-2013.graphml"
0.658181604407417,"surprise","maayan-pdzbase.graphml"
0.166697668650794,"surprise","moreno_beach.graphml"
0.00296158059150461,"surprise","moreno_bison.graphml"
-0.03125,"surprise","moreno_hens.graphml"
0.462517543073845,"surprise","moreno_highschool.graphml"
0.517335708906075,"surprise","moreno_innovation.graphml"
-0.000422654268808179,"surprise","moreno_kangaroo.graphml"
0.461482422964846,"surprise","moreno_lesmis.graphml"
0.0440850721343053,"surprise","moreno_mac.graphml"
0.0638793005885016,"surprise","moreno_seventh.graphml"
0.043768,"surprise","moreno_sheep.graphml"
0.345825115055884,"surprise","moreno_taro.graphml"
0.247179612044477,"surprise","moreno_zebra.graphml"
0.244575936883629,"surprise","opsahl-southernwomen.graphml"
0.596812124574613,"surprise","subelj_euroroad.graphml"
0.0766944114149822,"surprise","ucidata-gama.graphml"
